Portal,Id,DateScraped,ArticleId,DateCreated,IpAddress,UserName,CommentText,InResponseToCommentId,Upvotes,DownVotes
Delfi,81583064,30/03/2014 12:16:27,64399102,29/03/2014 12:24:00,46.249.180.108,arbatos gerimo ceremonija,dabar Abdula numes naftos kainas ir dar su Baraku sutare kartu isdulkinti Rusijos sajungininka Assada per visus galus.,0,4,8
Delfi,81583070,30/03/2014 12:16:22,64399114,29/03/2014 12:24:00,78.60.195.78,skaitet straipsni?,",,B. Obama leis tiekti Sirijos sukilėliams naujus ginklus?,,
O ar zinot del ko mazas putleriukas sunerimo?
Jai siru sukileliamas pries bus tiekiami naujausi ginklai pries asado rezima,S.Arabijos karalius Abdulah,gali mesti naftos kainas iki 75 dolcu uz bareli,ir taip zlugdyti rusu ekonomika.Todel tas ir skambino,kai Obama del sito derejosi su karaliumi,matyt yra pagrindas nerimauti?Cia butu tili sankcija,bet veikianti tiesiogiai ir globalai rusu ekonomika.Pas rusus yra numatyta ,kad kainos nekristu rodos maziau kaip 95 dol.uz bareli.Jai ivyktu taip,kaip bando susitarti S.Arabija su JAV,kurios yra sajungininkes.Galima galvoti kas bus toliau.Ir nereikia Obamos del to kaltinti.Putinas pats pasirinko toki kelia.Jis ir atsakys pries savo zmones,kai tie iseis i gatves.",0,6,2
Delfi,81583078,30/03/2014 12:16:27,64399102,29/03/2014 12:24:00,78.60.194.87,XI),"Saakashvilis valgo kaklaraishchus, idomu ka valgo obamkinas)))",0,7,1
Delfi,81583082,30/03/2014 12:15:59,64399990,29/03/2014 12:25:00,84.32.110.201,Lt,"tai kad pagal putino pasisakymus del rusakalbiu engimo , tai mano manymu Putina reik uzdaryti i psichiatrine ligonine ir niekad neisleisti. Juk jis ligonis visapusiskai. Ten praktiskai visa jo aplinka tupi idiotai.",0,54,59
Delfi,81583084,30/03/2014 12:15:59,64399990,29/03/2014 12:25:00,78.63.226.123,fg,"Pro Vilnių šiandien 12:20 du naikintuvai kaip praskrido, tai pagalvojau, kad kažkas susiprogdino :D",0,10,12
Delfi,81583086,30/03/2014 12:17:00,64399394,29/03/2014 12:25:00,213.164.123.228,kada,"kada tu išgama, gausi galą? Važiuok pas putlerį ir jį garbink.",81582500,15,19
Delfi,81583088,30/03/2014 12:16:22,64399114,29/03/2014 12:25:00,78.63.139.129,To V,"Kokios tavo pasakos apie konflikto plėtrą. Ta pati Rusija plečia konfliktą, o pati reiškia norą derėtis. Putinas vienas iš didžiausių pasaulio chuliganų, lyg bukagalvis paauglys kuris kabinėjasi prie praeivių ir prašo &quot;cigaretės&quot;. Su tokias sunku kalbėtis mandagumo kalba. Jie tiesiog prašosi į kailį....",0,7,3
Delfi,81583094,30/03/2014 12:16:11,64399556,29/03/2014 12:25:00,213.164.99.36,V.,Ir Hitleris grąsino...,0,11,5
Delfi,81583096,30/03/2014 12:17:00,64399394,29/03/2014 12:25:00,213.164.126.243,to Lietuvis,tu raudoskure ruskiu nuos.mauka anksciau nugaisi.,0,9,14
Delfi,81583108,30/03/2014 12:15:59,64399990,29/03/2014 12:25:00,86.100.132.156,kodel,100 valstybių nekenčia okupantės?,0,37,44
Delfi,81583114,30/03/2014 12:17:06,64394892,29/03/2014 12:25:00,78.62.98.107,kazkas preis kazkiek metu,"stipriai virsijes greiti uzmuse du solidaus amziaus vyrus...ekspertu isvados dingo,dabar kalba zmones,kad sis ponas net ministieriu patapo...",0,11,0
Delfi,81583116,30/03/2014 12:16:27,64399102,29/03/2014 12:25:00,78.60.194.87,Abdula,nekovos uz geju populirizacija .....,81583064,1,0
Delfi,81583118,30/03/2014 12:17:00,64399394,29/03/2014 12:26:00,87.198.117.95,otk,"Asilėli, TSRS tuo laiku iš Suomijos pasiėmė didelį gabalą teritorijos, Suomija turi daug didesnį pagrindą sirgti paranoja. Bet, matyt, priklauso nuo smegenų kiekio. Suomijoje nėra tokių &quot;propiesorių&quot; ir žmonės nepasiduoda durnoms propagandoms, negyvena šimto metų senumo įvykiais. O jūs tikėkit &quot;50 metų moters, Krymo gyventojos&quot; laiškais, iš kurių juokiasi visas internetas. Vienas toks &quot;50 metų moteris&quot; pamiršo net savo vyrišką vardą panaikinti. :) Na, &quot;propiesoriui&quot; tiks ir taip, jis iš dar mažesnio piršto siaubus-baubus išlaužia. :)",81582866,19,8
Delfi,81583120,30/03/2014 12:16:27,64399102,29/03/2014 12:26:00,2.109.205.134,dob,"būtų parašyta, jog ne Obama, o Putinas leis tiekti ginklus kokiem teroristam, tai būtų pirmam puslapyje raudonom raidė, būtų pilna analfabetų praplautom smegenim rėkiančių kad nori užimti dar vieną šalį, apie blogio ašį, apie baisų kaimyną pašonėje, bet dabar... dabar pora komentarų, straipsnis kažkur pasimetęs delfio labirintuose ir visiem atsiprašant p. o . x.",0,30,2
Delfi,81583122,30/03/2014 12:16:45,64399100,29/03/2014 12:26:00,82.39.18.197,&gt;Dobi...,"Tai KO sėdi Lietuvoj?Varyk į SAVO arabiją,nes tautų naikinimas NARKOTIKAIS ir yra JŪSŲ darbas...,o,alkoholis yra legalizuotas ir visais kanalais reklamuojamas narkotikas...Kieno visa alkoholio pramonė Lietuvos?JŪSŲ...",0,0,1
Delfi,81583124,30/03/2014 12:16:11,64399556,29/03/2014 12:26:00,95.165.23.97,lietuvis,"akivaizdu kad Amerika nupirko, palaiko ir pagrasino daugiau saliu!",81582550,4,12
Delfi,81583126,30/03/2014 12:16:45,64399100,29/03/2014 12:26:00,77.221.72.37,Pakarti,tokį vydury viešai. Kas dar prieš mirties bausmę?,0,9,0
Delfi,81583130,30/03/2014 12:16:22,64399114,29/03/2014 12:26:00,78.57.195.182,baba,"Putinas būtinai turi būti teisiamas kaip karo kurstymo nusikaltėlis.
Nes nusikaltėliai nesupranta diplomatinių kalbų.",0,7,8
Delfi,81583132,30/03/2014 12:16:45,64399100,29/03/2014 12:26:00,77.221.77.71,Kalciausias,"Putinas,pasakys konservai .",0,1,2
Delfi,81583136,30/03/2014 12:16:22,64399114,29/03/2014 12:27:00,84.240.26.35,Skeptikas,"„Gali būti, kad jis visiškai klaidingai supranta Vakarus, - pareiškė B. Obama. – Jis tikrai ne taip supranta Amerikos užsienio politiką.
O kaip kitaip suprasti tą deklaruojamą šūdokratija? Geras pvz. Irakas... parodykit kokios Irako kompanijos pumpuoja naftą iš Irako žemės... O realiai pumpuoja šūdokratijos lyderio, anglų bei olandų kompanijos... Va jums ir realios priežastis „demokratijos“ plytimo...",0,8,6
Delfi,81583138,30/03/2014 12:16:45,64399100,29/03/2014 12:27:00,78.56.56.7,To Me,"Atsilupes visiskai, galvoji tik apie save, isgerus negalima isvis vairuot.... kas tau neaisku?",81582298,3,0
Delfi,81583142,30/03/2014 12:16:45,64399100,29/03/2014 12:27:00,85.206.38.146,nėra ko vaikyti,"nufilmavo kameros ir užtenka fakto. Kodėl Anglijoje pažeidimų įrodymo pagrindas- filmuota medžiaga. Žmonės būtų likę gyvi, o parazitui- iki gyvos galvos.",0,3,1
Delfi,81583144,30/03/2014 12:17:00,64399394,29/03/2014 12:27:00,82.145.217.165,homosovietikams,"Ir tada atejo Landsbergis su &quot; kuvalda&quot;ir sugriove visus kolhozus.Visus,iki vieno..Ir baigesi pasaka.",0,7,13
Delfi,81583150,30/03/2014 12:16:45,64399100,29/03/2014 12:27:00,88.222.114.168,viską pasako paskutinis sakinys,policijai seniai žinomas ir ne kartą baustas ...,0,4,1
Delfi,81583160,30/03/2014 12:15:59,64399990,29/03/2014 12:28:00,178.250.33.108,Arėjas,"Ar gerai supratau Putiną, kad rusai svetimose šalyse, tai tiesioginis pavojus tų šalių laisvei???",0,154,87
Delfi,81583162,30/03/2014 12:17:00,64399394,29/03/2014 12:28:00,213.164.126.243,viena,diena ir pedofilas putinas prieis liepto gala.,0,5,15
Delfi,81583168,30/03/2014 12:16:45,64399100,29/03/2014 12:28:00,78.60.213.104,:(,"Negaliu, kaip supykdė... Nors negražu taip sakyti, na, bet, tokį užmušt maža!",0,5,0
Delfi,81583178,30/03/2014 12:16:58,64399346,29/03/2014 12:28:00,91.187.179.231,Makiavelis,"&quot;Taigi, darau išvadą, prieštaraujančią bendrai nuomonei, kad esą liaudis, turėdama valdžią, yra nepastovi, permaininga ir nedėkinga, ir teigiu, jog liaudis kalta šiomis nuodėmėmis ne labiau negu bet kuris valdovas. Jei kas nors jomis vienodai kaltintų tiek liaudį, tiek valdovus, jis būtų teisus, bet jei nepriskirtų jų valdovams, tai klystų. Viešpataujanti liaudis, esant gerai santvarkai, bus tokia pat ar netgi pastovesnė, išmintingesnė ir dėkingesnė už bet kurį valdovą, netgi laikomą išmintingu. Kita vertus, įstatymų nevaržomas valdovas bus nedėkingesnis, permainingesnis ir neprotingesnis negu liaudis...O dėl įžvalgumo ir pastovumo, tai pasakysiu jums, kad liaudis įžvalgesnė, pastovesnė ir blaiviau mąsto, nei bet kuris valdovas. Ne be pagrindo liaudies balsas prilyginamas Dievo balsui...&quot;",0,6,10
Delfi,81583180,30/03/2014 12:16:45,64399100,29/03/2014 12:28:00,212.117.19.217,D.A.S.,"Ką čia ir pakomentuoti, sūka, o ne vairuotojas.
Nekalbant apie žuvusiuosius, tiems policijos pareigūnams irgi nepasisekė, prasidės tarnybiniai patikrinimai ir jie vistiek bus kalti, kad stabdė, kad persekiojo, kad nešaudė arba šaudė, na žodžiu....",0,3,2
Delfi,81583182,30/03/2014 12:15:59,64399990,29/03/2014 12:28:00,217.77.27.232,iš KK,"Iš Trečdalio atskilusio Mėnulio- Virš Lietuvos. Oskaro Milašiaus pranašavimai. Pranas Antalkis.
1995 Kauno Kultūros Rūmų Knygyno Salono Leidinys.

141-142 psl. 

ŠVIESIOMS AKIMS ISIDĖMĖTINAS ŽENKLAS
Mes kviečiame pasiskaityti metafizinius traktatus &quot;Arcanes&quot; ir &quot;Ars Magna&quot;.
Oskaras Milašius
1939 metų karas bus seniai pasibaigęs. Žemę slėgs naujos nelaimės: dvasinės, stichinės, ekonominės. Vietomis drebės Žemė, vietomis siautės vandenys, vėjai, atsivers ugnikalniai, atskris retai pasirodanti kometa. Žmonės ims šnekėti apie pasaulio galą. Bet jūs nepasiduokite panikai, apgaulei. Pirma dar turi įvykti Apokalipsėje užrašyti įvykiai. Didžių ženklų nelaukite, nesitikėkite Vokietijoje, Rusijoje, Lenkijoje, Lietuvoje. Sunkią valandą nukreipkite akis į Jungtines Amerikos Valstijas. Tik čia pasirodys pirmieji tikro pasaulio galo ženklai. Jungtinėse Amerikos Valstijose kils žiauri revoliucija. 
Panašios revoliucijos žemė niekados nebus regėjusi. 1917 metų revoliucija dabar, atrodys kaip nekalti vaikų žaidimai. Išnaudojamos, pavergtos JAV masės sukils. Joms vadovaus geležinė gangsterių gauja iš pradžių dar remiama pačių milijonierių. Ji nušluos globėjus pariziejus - sadukiejus, valdančiuosius sionistus iki paskutinio žmogaus. Žlugs dievažudžių pariziejų - sadukiejų kėslai užvaldyti pasaulį, pasigrobti žemės lobių skrynios raktus. Gangsteriai, atviri, kruvini plėšikai, iškėlę demono vėliavas, pasigrobs valdžią ir įsitvirtins. Čia man trūksta žodžių. Nežinau, kokias sąvokas sudarinėti. Tokių žodžių dar nėra dabartiniuose žodynuose. Gangsteriai į rankas gaus baisų, visą griaunantį ginklą- jėgą. užteks vos saujelę tos medžiagos panaudoti - miestai virs pelenais, žlugs 
valstybės, žemynai, geležis tirps į vašką, akmenys liepsnos, sakytum popierius. Taip, bus atrastas baisus įrankis, šiurpesnis už dujas, 
patrankas, taikius, lėktuvus. Juo bus galima sunaikinti Žemę. Šituo
įrankiu JAV gangsteriai grasins visam pasauliui išdidžiai, suktai, akiplėšiškai, išlupdami milžiniškus mokesčius, kalbėdami apie taikos saugojimą. Bet vieną kartą patys žus savo susikurtoje ugnyje.
Net pelenų neliks iš Antikristo žvėries nūdienės didybės. Žemė degte
degs. Žolė ten šimtmečius nežels. Štai Jums &quot;Laikas - pinigai! Tai tikriausias Antikristo ištvirkėlės ženklas. Kas juo save ( &quot;Laikas - pinigai!&quot;) paženklins, tas pražudys ne tik kūną, bet ir sielą.
- Daugiau ženklų nebus prieš pasaulio pabaigą? - klausinėjo Petras Klimas. - Vien besąlyginis Jungtinių Amerikos Valstijų sunaikinimas...",0,4,7
Delfi,81583190,30/03/2014 12:15:59,64399990,29/03/2014 12:28:00,86.24.86.1,Kadyras,Pakazucha daro. Sliuzai,81583084,13,12
Delfi,81583192,30/03/2014 12:16:11,64399556,29/03/2014 12:28:00,78.63.178.27,"Rusija grasino valstybėms, parėmusioms Ukrainą?","&quot;Tokią informacija skelbia naujienų agentūra „Reuters&quot;, remdamasi neįvardintais Jungtinių Tautų diplomatais&quot; - :DDDD",0,20,8
Delfi,81583198,30/03/2014 12:16:45,64399100,29/03/2014 12:28:00,80.187.108.137,minde,O kodel farai nestabdo ju taranuodami kaip amerikoje jau ne pirma karta girdziu kai persekioja ir arba patys isirezia i medi ar kur arba i kita masina kaip kad dabar zuvo nieko deti zmones...,0,1,0
Delfi,81583202,30/03/2014 12:15:59,64399990,29/03/2014 12:29:00,86.100.132.156,"nu kam tie numeriukai prieš,,Kodėl""""","tiesą sakau-100 valstybių pripažino,akd Rusija okupantė,prabalsavo prieš ją...kremlinukai,ar čemeryčių užgėrėte,kam numeriukai prieš?",0,17,31
Delfi,81583204,30/03/2014 12:15:59,64399990,29/03/2014 12:29:00,193.219.52.136,Net juokas ima,"„Buvo pabrėžta, kad Rusija pasisako už teisingą ir visokeriopą Padniestrės problemos sureguliavimą, yra suinteresuota derybų formato „5 plius 2“ veiksmingu darbu“, – sakoma Kremliaus pranešime.
..
Folkloro klasika apie tai sako: &quot;Ožys - daržininkas&quot; arba &quot; Vilkas - avidės vedėjas &quot; :-)))",0,33,33
Delfi,81583210,30/03/2014 12:17:00,64399394,29/03/2014 12:29:00,87.198.117.95,otk,"O tu tikiesi, kad aš žemaitiškai mokysiuos? :) Beveik visą sąmoningą gyvenimą gyvenau šalia Žemaitijos (Klaipėdos krašte), bet net minties nekilo žemaitiškai išmokti. :)",81582954,1,0
Delfi,81583214,30/03/2014 12:16:45,64399100,29/03/2014 12:29:00,212.59.11.187,O vienas policininkas,"Sužeidęs bėglų automobilyje sėdėjusįjį, gavo kalėjimo, jau 8 metai po teismus vaikšto, bet panašu, kad sės.",81577578,2,0
Delfi,81583224,30/03/2014 12:17:00,64399394,29/03/2014 12:29:00,82.145.217.165,homosovietikams 2,Ir tada atejo Lansbergis su &quot; kuvalda&quot; ir sugriove musu roju sojuza.Baigesi pasaka...,0,8,13
Delfi,81583236,30/03/2014 12:15:59,64399990,29/03/2014 12:29:00,84.15.185.210,Lili Put Kin- prisizais,"Karaliauciu- grazinti Vokietijai, Kurilus- Japonijai, laisve kaukazo tautoms...",0,27,33
Delfi,81583240,30/03/2014 12:16:22,64399114,29/03/2014 12:29:00,78.60.185.166,Tai okupacija,"Ka tu cia trini juk krymas tai ukrainos dalis nors ir autonomija , nu gi maidanas buvo pilnas zmoniu toliau nei matai, o tas Janukovicius vistiek neatsistatidino, tai ka su juo daryt? Kaip suprast karinis? , tiaigi jokia armija neuzpuole ten kieve o patys zmones. Kad moka rusai uz tai kad komentarus rasyt tai cia jau aisku , bet kas jiem is sito nezinau, nori savo propoganda praplaut zmonem smegenis ar parodit kad cia visi uz rusija.. Ir cia viksta ne tik lietuvos tnklapuose ir uzsenieciu tokiu kaip ''yahoo'', ''youtube'' , apsimeta ten jie anglais amerikonais ten tiek jie tu komentaru pripyle kad eina sau.. paspaudi ten ant nicko ir matai istorijoi kad tik tuose naujienuose komentave kur su rusija susija,. Ten kti zmones pastebi tai ir juokiasi is ju , tipo pateikia rusiska porpoganda kaip kokio anglo nuomone, o komentarai parasyti angliskai bet su grubiom klaidom , ir dar zodzius sakyni delioja taip kad parastam anglakalbiui neiprasta , taip gaunasi kad paciu amreikonu anglu zinios minimalios bet jie uztat apsiviete ir visi zino kiek ten kryme procentais rusu yra ir kada ukrainai ta sala krusciovas atidave. Nu juokdariai tie rusai ant viso svieto..",81581992,5,6
Delfi,81583244,30/03/2014 12:16:45,64399100,29/03/2014 12:29:00,82.11.92.245,Steksė,"FITI MITI
2014-03-29 12:24 IP: 78.62.216.25
Ačiū.
Taip ir nesupratai, kad iš to niekinimo visokios išvestinės pasekmės seka.
Ar visur taip niekinama policija, teismai, pareigūnai, seimūnai?
Ar visame pasaulyje? O, jei ne niekinama, tai kodėl? Kad policija kažkaip automatiškai tokia tapo? Tai nesusiję su tuo , kas vadinama mentalitetu?
Autobusų stotelių daužymas juk su mentalitetu susijęs, nors , neabejoju, kad policininkai nelaužo tų stotelių...
---
Taip, policija ir parlamentarai niekinami Jungtinėje Karalystėje, o tam yra didelis pagrindas ir priežastys. JK policiją puikiai žinau - galiu tik spėti, galbūt Lietuvos policija profesionalesnė ir pasllaugesnė, nepaisant kad šioje istorijoje ir keiksnoju Lietuvos policiją.",81582764,1,0
Delfi,81583246,30/03/2014 12:16:11,64399556,29/03/2014 12:29:00,85.166.7.44,na,"putinas galvoja kad jis bus amzinai, taip pat galvoja ir hrusciovas breznevas gorbaciovas ir kiti rusu ......... , bet kaip matome, visiems ateina galas , ateis ir putinui, tik jam bus baisus galas nes prisivoges daugiausia ir nualines visa rusija",81582952,12,8
Delfi,81583252,30/03/2014 12:16:45,64399100,29/03/2014 12:30:00,77.219.91.79,qq,"Lojat,lojat , Rusija,Rusija, paziurekim kas pas mus darosi kieme...",0,8,1
Delfi,81583254,30/03/2014 12:16:45,64399100,29/03/2014 12:30:00,78.63.222.174,.,"Audi vairuotojas asocialus pienburnis. Negalima tokiems imbecilams tarp žmonių gyvent. Iki gyvos galvos irgi klausimas ar apsimoka laikyt, kai jis niekados nepasikeis. Beviltiškus atvejus kaikuriose JAV valstijose kitaip sprendžia.",0,1,0
Delfi,81583256,30/03/2014 12:15:59,64399990,29/03/2014 12:30:00,78.56.43.78,tapaku,o Putinas faggotas,81582984,13,22
Delfi,81583264,30/03/2014 12:16:34,64399588,29/03/2014 12:30:00,46.7.133.100,1111,tikra bobute.televizija normaliose salyse kiaura para rodo...,81581400,34,0
Delfi,81583268,30/03/2014 12:16:45,64399100,29/03/2014 12:31:00,78.56.56.7,koks,"Koks skirtumas ka veikti, tegul ir geria kad nori, bet yra tam vietos klubai, namai, pas draugus, vilos... jei jau masina imi tai negerk... viena penktadieni tu negerk vairuok kita draugas ir ramu butu o cia prilasa ir lekia ka zinau kam tos taisykles... parasyta isgerus vairuot negalima, na vistiek yra degradu kurie skaityt nemoka arba smegenys tiek neisveza",81582628,5,0
Delfi,81583270,30/03/2014 12:16:45,64399100,29/03/2014 12:31:00,78.63.206.92,Me,"avine gyveni pagal kvailus istatymus kaip suo ir loji kad kiti turi taip daryt. iskisk galva is budos gal pasvarstysi kodel mes turim laikytis 0.4 ribos kai kitur 0.5, 0.8 ar isvis neribojamas promiliu lygis ir leidziama vairuot? jei isgeres vaziuoji tavo pagrindine mintis turi buti ne kaip isvengti mentu ir ju reidu o kaip parvaziuot iki namu ir parvezt zmones saugiai.",81582298,2,5
Delfi,81583274,30/03/2014 12:16:11,64399556,29/03/2014 12:31:00,78.61.9.197,Tiesa,"Rasykite i ES greiciau peticija, del trecio lygio, nusibodo laukti, kada Putino grasinimai baigsis.",81583026,3,4
Delfi,81583278,30/03/2014 12:15:59,64399990,29/03/2014 12:31:00,78.63.226.123,fe,Anksčiau ar vėliau žmonės susinaikins... Nuo savo prigimties nepabėgsi.,0,4,1
Delfi,81583286,30/03/2014 12:15:59,64399990,29/03/2014 12:31:00,78.60.252.54,Todėl,"Nes jos supranta žodžio reikšmę: okupantas - tas, kas vykdo okupaciją, grobikas. Okupacija - tai svetimos teritorijos užgrobimas.",81583108,11,19
Delfi,81583288,30/03/2014 12:15:59,64399990,29/03/2014 12:31:00,84.240.16.246,zydukas,"&quot;5 plius 2“ formato derybose, kuriose dalyvautų 
Moldova, 
Padniestrė, 
Rusija ir 
Ukraina, 

o jas stebėtų 
Europos Sąjunga (ES) ir 
Jungtinės Valstijos.

Didieji matematikai. Kas tie 5 ?",0,43,7
Delfi,81583292,30/03/2014 12:16:22,64399114,29/03/2014 12:31:00,212.117.19.217,D.A.S.,Labiausiai čia žiūrisi milijardierė moteriškė su batonu ant galvos...,0,8,1
Delfi,81583296,30/03/2014 12:16:45,64399100,29/03/2014 12:31:00,78.58.227.130,Sodra,Taaaip.....Dvi pensininkes-nereikes moketi pensiju-pliusas...Taksistas nebemokes mokesciu-minusas....Balvonas i kalejima 25 metams-reikes islaikyt-minusas...Ka gi balansas neigiamas...,0,3,5
Delfi,81583298,30/03/2014 12:16:22,64399114,29/03/2014 12:31:00,88.119.152.253,skeptikui,"parodikit nors vieną Lietuvos kompaniją pumpuojančią naftą iš Lietuvos?? jei mes patys nesugebame tai ir pumpuoja naftą kiti, šiuo atveju lenkai, kada pagaliau daeis. Skalūnų dujų išgauti patys nesugebame tai ir jieškome kas sugebės.",81583136,0,0
Delfi,81583302,30/03/2014 12:16:22,64399114,29/03/2014 12:31:00,78.63.139.129,To skaitet straipsni?,"Jeigu Rusijos ekonomika pradės ristis šuoliais žemyn, manau putleris būtinai išprovokuos karą. Karas jam bus priemonė pateisinti kodėl Rusijos žmonės blogai gyvena. Pamenu tarybiniais laikais viis komunistelių agitatoriai pliurpdavo, kad sssr blogai gyvena, jog kariavo prieš Vokietiją ir hitlerį. Tačiau užmiršdavo pasakyti, jog Vokietija kelis kartus aplenkusi savo nukariautoją, kuris išplėšė ir išvežė nukariautos Vokietijos gamyklas. Todėl norint savo rusams ir toliau plauti smegenis gali būti, jog reikia pradėti karą.",0,10,9
Delfi,81583304,30/03/2014 12:16:45,64399100,29/03/2014 12:31:00,212.59.11.187,Viena-,"Nesėsk į auto, kurį vairuoja girtas.",81580152,2,0
Delfi,81583306,30/03/2014 12:15:59,64399990,29/03/2014 12:31:00,78.61.95.114,ponulis,"Cia jau kita kalba putinui ta pati reikejo padaryti ir su krymu, visas problemas reikia spresti susedus visiem prie stalo, o ne su automatu. Tikekimes sveikas protas nugales",0,10,9
Delfi,81583308,30/03/2014 12:15:59,64399990,29/03/2014 12:32:00,82.135.146.225,Saku,Man kelia susirupinima Krymo padetis ir Volodes siautejimas.,0,6,6
Delfi,81583310,30/03/2014 12:16:45,64399100,29/03/2014 12:32:00,84.15.179.239,bausme,"ir pamatysit jis negaus iki gyvos galvos, tik lietuvoj gali but tokia nesamone, sugebes dasivartyt kad gautu kokius 10 metu. Nesenai vienas su peiliu tris papjove gavo iki gyvos galvos, dabar stebekit kiek sitas gaus?ar yra sirtumas su kuo nuzudai tris zmones?Lietuvos teismai parodys kaip visada.",0,5,1
Delfi,81583320,30/03/2014 12:16:45,64399100,29/03/2014 12:32:00,176.248.94.237,na,"va. Vakar ar užvakar buvo įdėtas įrašas, kur boba padariusi avaraiją Vilniuje iš jos paspruko, o tas kuris išpaskos sekė, padidino greitį ir nusekė paskui vien tam, jog sužinotų numerius ir ją nubaustų. Tačiau jo nenubaudė, nors jis važiavo ir per raudoną šviesaforą, ir ryškiai viršijo greitį. Taip policija/teismai skatina vairuotojus pažeidinėti eismo taisykles. Kitą kartą kitam susišvies jog va čia kažkas sprunka, tai dbr aš galiu irgi lėkti paskui ir vaidinti mentus, nes manęs vis tiek nenubaus. Aš vykdau 'pareigą'. Tai va, rezultatą galite paskaityti šiame straipsnyje. Tik kitą kartą ten bus ne mentai persekioję pažeidėją, o kiti vairuotojai. Taip kad turėkit smegenis ir pažeidimo atveju skambinkit policijai, o ne patys vaidinkit didvyrius, nes ateis diena kai žus žmonės ir tuomet jūsų niekas negins. Liksit kalti ir galėsit sėdėt kalėjime.",0,4,4
Delfi,81583322,30/03/2014 12:17:00,64399394,29/03/2014 12:32:00,46.66.94.72,Y buda..,Uzteks ...tautu draugas..;))).kapiniu zawesys...Stalinas Berija '..veyksmas vyksta pagal aplinkybes..kaip zmogus nieko.bet kaip partijos narys taip ir sleyvai mastantis...1000 tokiu...ner ko parintis....mes irgi cemodanus su svetimais pinigais megstam...;))),0,12,8
Delfi,81583324,30/03/2014 12:16:11,64399556,29/03/2014 12:32:00,85.255.108.82,xxx,"Pilnai sutinku,istorija kartojasi, nieko near amzino rusijai, ir si vargse tauta vel kentes del savo vadovu kvailumo, atpildas bus, vienoks ar kitoks, vel bus sallies ardymas, sukilimai, ir tt. galiausiai rusijos nebeliks....",81582952,12,8
Delfi,81583332,30/03/2014 12:15:59,64399990,29/03/2014 12:32:00,82.132.219.249,cyberflux,Rusijos prezidentas Vladimiras Putinas paskambino JAV valstybės vadovui Barackui Obamai. Telefoninis pokalbis buvo skirtas aptarti kvantinių reliatyvistinių sistemų su begaliniu laisvės laipsnių skaičiumi teorija...,0,5,2
Delfi,81583336,30/03/2014 12:15:59,64399990,29/03/2014 12:32:00,77.90.72.36,Kadangi,"absoliučią Padniestrės gyventojų daugumą sudaro kolonistai iš Rusijos &quot;oblasčių&quot; , o Putinas (pats asmeniškai) yra kvietęs ir tebekviečia tėvynainius iš artimojo ir tolimesnio užsienio sugrįžti į Rusiją, žadėdamas kompensuoti ne tik persikėlimo išlaidas, bet ir būstų bei darbą , kodėl vis dėlto tie kolonistai iš buvusios SSRS (ne tik iš Padniestrės ) negrįžta į savo motulės glėbį? O gal tai tik putininė propaganda? Teko girdėti , kad susigundžiusių pieno upėm ir kisieliaus krantais Rusijoj buvo, bet greitai jos &quot;atsikando&quot;.",0,109,64
Delfi,81583338,30/03/2014 12:15:59,64399990,29/03/2014 12:32:00,2.151.128.225,budulis,tai likau ir nesuprates apie ka jie ten kalbejo?,0,2,2
Delfi,81583342,30/03/2014 12:15:59,64399990,29/03/2014 12:32:00,82.135.146.225,to ponulis,Jo Volodiai reikia isvesti armija is Krymo.100% sutinku.,0,13,14
Delfi,81583346,30/03/2014 12:15:59,64399990,29/03/2014 12:32:00,87.253.15.210,As,"Gerbiami o taip pat ir negerbiami tautieciai, uzteks triesti, rusai nesiruosia pulti nei Ukrainos, nei tuo labiau Lietuvos, ubagu ir Rusijoje uztenka.",0,11,8
Delfi,81583350,30/03/2014 12:15:59,64399990,29/03/2014 12:32:00,78.56.135.226,S.,"Kiek dar pasaulis miegos ir lauks istorijos pasikartojimo, kai &quot;išrinktoji&quot; tauta su vadu priešakyje nuspręs, kad gali šokti aukščiau bambos?",0,7,12
Delfi,81583354,30/03/2014 12:15:59,64399990,29/03/2014 12:33:00,86.9.236.158,Tadas Blinda,"Putleris pranese Obamai,kad dabar terorizuos moldavus.",0,18,42
Delfi,81583356,30/03/2014 12:16:11,64399556,29/03/2014 12:33:00,85.166.7.44,apsirikai,"putinas nesveikas, nes silikonai spaudzia smegenis, kuriu ir taip ne buvo jo podineje.",81582426,10,7
Delfi,81583358,30/03/2014 12:15:59,64399990,29/03/2014 12:33:00,78.61.95.114,ponulis,to Zydukas penkti lietuva :),0,2,1
Delfi,81583364,30/03/2014 12:16:45,64399100,29/03/2014 12:33:00,78.62.203.24,&gt;Sodra,"balvonas, sėdėdamas už grotų daugiau nieko nesuluošins ar neužmuš kokio nors mokesčių mokėtojų - tai pliusas",81583296,5,0
Delfi,81583366,30/03/2014 12:16:11,64399556,29/03/2014 12:33:00,78.63.135.120,Q,kaip lengva valdyti nemastancius piliecius - paleidai zurnalistine anti ir viskas :) Faktu nera ir nereikia - cia tikejimo &quot;zurnalistais &quot; pasekejai :),0,20,8
Delfi,81583376,30/03/2014 12:16:11,64399556,29/03/2014 12:33:00,78.61.199.174,fft,lietuviskai rasosi paskalos,81582742,16,3
